Frequency,MonetaryValue,Cluster,PCA1,PCA2
1,136.8,0,-0.4501752412669753,-0.1480553609871566
2,282.85,0,-0.3520285481703436,-0.07308814515688292
11,1654.08,0,0.5357974436164376,0.5971110433984841
1,124.95,0,-0.4511155932204376,-0.14711500903369432
1,42.22,0,-0.4576805988837234,-0.14055000337040846
1,70.80000000000001,0,-0.45541264455208186,-0.14281795770205005
4,1275.81,0,-0.10011870036496237,0.021229824891546522
2,975.87,0,-0.29703422658482015,-0.12808246674240636
4,1774.68,0,-0.06053107344312736,-0.018357802030288483
4,730.7,0,-0.14337568377018112,0.06448680829676526
2,692.95,0,-0.31948522866697693,-0.10563146466024959
1,359.27,0,-0.43252122446640473,-0.16570937778772715
9,2651.45,0,0.4418294273329675,0.3448512418281435
9,4019.85,0,0.5504182554441768,0.23626241371693407
3,6116.92,0,0.19748866968010353,-0.4494914540804246
2,563.08,0,-0.32979100994935256,-0.09532568337787399
1,721.28,0,-0.4037940674475952,-0.19443653480653666
4,992.41,0,-0.12260779265282903,0.04371891717941318
11,6009.34,0,0.8814073380330012,0.2515011489819205
1,320.0,0,-0.4356374794210431,-0.16259312283308877
1,246.54,0,-0.44146686798655715,-0.1567637342675747
1,200.43,0,-0.44512590837256116,-0.15310469388157072
2,854.15,0,-0.3066932679160803,-0.11842342541114623
3,1314.66,0,-0.18359272880377275,-0.06841005559654842
3,446.76,0,-0.25246458200292404,0.00046179760260286427
12,9572.45,2,1.2507134443024546,0.05530895163937262
5,3125.0,0,0.1331799780497964,-0.03895494459630686
1,221.10999999999999,0,-0.4434848553432278,-0.1547457469109041
3,458.25,0,-0.2515527977037441,-0.00044998669657705817
8,4709.2300000000005,0,0.5185667718396145,0.09499998839459105
3,470.73,0,-0.2505624523552876,-0.0014403320450335792
1,538.4,0,-0.4183064358230541,-0.17992416643107775
1,193.25,0,-0.4456956743663046,-0.1525349278878273
14,2347.33,0,0.8504808801492216,0.801769333646416
2,438.9,0,-0.33964526358487573,-0.08547142974235078
3,996.61,0,-0.20883145781632037,-0.04317132658400083
1,384.26,0,-0.43053815313163485,-0.16769244912249706
1,85.6,0,-0.4542381965426943,-0.1439924057114376
1,123.66,0,-0.45121796064828285,-0.14701264160584904
18,4266.88,2,1.349033811274643,0.9956720382286163
2,846.55,0,-0.30729636283981987,-0.11782033048740669
6,1909.31,0,0.12326634463944308,0.14407259774095182
1,264.13,0,-0.440071020656481,-0.15815958159765084
6,2795.16,0,0.1935626128229529,0.07377632955744202
3,834.38,0,-0.22170515380030276,-0.030297630600018433
1,519.8100000000001,0,-0.41978163774835914,-0.17844896450577272
6,2510.06,0,0.17093861772319713,0.09640032465719778
4,568.68,0,-0.15623271528916544,0.07734383981574959
1,331.14,0,-0.4347534692301933,-0.16347713302393857
6,2511.08,0,0.1710195594103306,0.09631938297006432
10,4479.82,0,0.6734759430750608,0.2863186350129555
8,1128.09,0,0.23438685668163708,0.37917990355256853
7,2960.73,0,0.2932583076184524,0.1471945436888478
2,682.54,0,-0.32031131000330965,-0.10480538332391687
2,609.84,0,-0.32608038907644976,-0.09903630425077678
3,759.98,0,-0.22760913568533198,-0.02439364871498921
2,142.7,0,-0.36315009469167214,-0.06196659863555437
10,3309.35,0,0.580593769997505,0.37920080809051127
9,2508.32,0,0.43047140411785684,0.35620926504325406
2,895.76,0,-0.3033913232086063,-0.12172537011862021
3,376.46,0,-0.25804321004751485,0.00604042564719363
3,566.7,0,-0.2429467918511713,-0.009055992549149896
17,5600.45,2,1.3683017643705775,0.8032901762057764
4,1410.68,0,-0.08941614610644233,0.010527270633026484
7,2487.01,0,0.255666448766624,0.18478640254067627
1,209.41,0,-0.44441330410740576,-0.15381729814672612
4,1675.81,0,-0.06837686227340745,-0.010512013200008389
4,1234.48,0,-0.10339842578577227,0.024509550312356427
1,79.48,0,-0.4547238466654951,-0.1435067555886368
1,509.04,0,-0.42063628673897424,-0.1775943155151576
1,404.3,0,-0.42894788704324793,-0.16928271521088395
2,445.15,0,-0.3391492973646952,-0.08596739596253133
2,457.82,0,-0.3381438746431452,-0.08697281868408133
2,611.5500000000001,0,-0.3259446927186084,-0.09917200060861818
2,1443.03,0,-0.25996293387769315,-0.16515375944953337
7,7062.2,0,0.6187287993118767,-0.1782759480045765
1,229.75,0,-0.4427992316404502,-0.15543137061368167
1,367.15000000000003,0,-0.43189591025600105,-0.1663346919981308
2,606.21,0,-0.32636844625713063,-0.0987482470700959
4,1084.68,0,-0.11528574415105959,0.03639686867764374
1,352.15000000000003,0,-0.4330862291844344,-0.1651443730696975
1,318.04,0,-0.43579301442769175,-0.16243758782644013
8,4057.9,0,0.4668807433291834,0.14668601690502225
2,713.11,0,-0.31788544002716257,-0.10723125330006396
3,10396.5,0,0.5370930083297448,-0.7890957927300659
14,5839.46,2,1.127597442785876,0.5246527710097619
27,23632.72,2,3.664814795913112,0.23791623393229572
6,1874.68,0,0.12051829500666673,0.14682064737372819
1,109.44,0,-0.4523463829924376,-0.14588421926169426
4,1366.73,0,-0.09290378056675193,0.014014905093336083
4,689.75,0,-0.14662525444480407,0.0677363789713882
2,1509.5,0,-0.254688233932829,-0.1704284593943975
1,115.08000000000001,0,-0.4518988230753467,-0.14633177917878518
23,8963.49,2,2.1545161690898507,1.0557592250479353
1,431.98,0,-0.42675135184731233,-0.17147925040681955
2,302.6,0,-0.3504612949145731,-0.07465539841265344
6,2431.28,0,0.1646870627110654,0.1026518796693295
13,9653.279999999999,2,1.3436846306982582,0.13545167417047452
10,2946.42,0,0.551793606751085,0.4080009713369313
2,338.76,0,-0.3475918327510965,-0.07752486057613
9,7444.68,0,0.8221942538219269,-0.03551358466081602
15,6784.01,2,1.289108780172774,0.5362553425497693
1,241.3,0,-0.44188268606555653,-0.15634791618857533
2,312.05,0,-0.3497113939896601,-0.07540529933756641
2,795.3199999999999,0,-0.31136169875339575,-0.11375499457383077
5,2135.0,0,0.05461892877319799,0.03960610468029154
2,469.19,0,-0.3372416128953928,-0.08787508043183377
13,3378.66,0,0.8457647003831773,0.6333716044855552
3,917.4300000000001,0,-0.21511475466654364,-0.03688802973377753
12,15120.800000000001,2,1.6910005127406516,-0.38497811679882415
9,22710.2,2,2.0335834143804106,-1.2469027452192993
10,1925.9,0,0.470810655228101,0.4889839228599153
3,891.02,0,-0.21721050952653856,-0.034792274873782614
3,1250.8700000000001,0,-0.18865475843342347,-0.06334802596689772
2,225.81,0,-0.35655493428219937,-0.06856175904502719
1,321.6,0,-0.4355105120686769,-0.16272009018545497
1,390.85,0,-0.4300152063490765,-0.16821539590505544
1,219.39999999999998,0,-0.4436205517010692,-0.1546100505530627
3,792.61,0,-0.22501979524301335,-0.026982989157307825
1,115.66,0,-0.4518527974101139,-0.14637780484401794
4,640.34,0,-0.15054616499506338,0.07165728952164752
1,243.63,0,-0.44169778985867325,-0.15653281239545866
4,1070.08,0,-0.11644432124140135,0.0375554457679855
9,4369.47,0,0.5781622090281003,0.20851846013301048
1,231.10999999999999,0,-0.4426913093909389,-0.15553929286319296
3,373.3,0,-0.2582939705684381,0.0062911861681169134
1,150.5,0,-0.4490880833123395,-0.14914251894179237
16,5607.43,2,1.2822987049818226,0.716179326667626
1,39.95,0,-0.457860733814893,-0.14036986843923888
2,638.0,0,-0.3238457636748043,-0.10127092965242224
3,13544.99,0,0.7869401578619444,-1.0389429422622654
2,9530.08,0,0.3817816454680798,-0.8068983387953063
10,3152.54,0,0.5681501759196632,0.39164440216835306
1,311.77,0,-0.43629056773977687,-0.161940034514355
1,2.95,0,-0.46079685383836183,-0.13743374841577005
2,422.85999999999996,0,-0.3409181112923471,-0.08419858203487941
9,2646.7400000000002,0,0.44145566718943946,0.34522500197167144
7,3985.14,0,0.37454994851687684,0.0659029027904234
3,527.3199999999999,0,-0.2460717758112849,-0.005931008589036294
4,4722.6,0,0.17339992492401413,-0.2522888003974299
1,214.79999999999998,0,-0.44398558283912204,-0.15424501941500982
4,2174.07,0,-0.028837641654662054,-0.05005123381875379
2,447.05,0,-0.3389985236337603,-0.0861181696934662
21,7304.8,2,1.8497775866027424,1.0142699896812333
6,2919.44,0,0.20342480191799903,0.0639141404623959
12,5252.1900000000005,0,0.9078809607189019,0.3981414352229252
5,977.5600000000001,0,-0.03722925392852532,0.13145428738201484
2,622.6700000000001,0,-0.3250622696196631,-0.10005442370756339
1,458.45,0,-0.42465083571160367,-0.1735797665425282
2,183.37,0,-0.3599227433037133,-0.0651939500235132
3,362.42,0,-0.2591573485645284,0.007154564164207193
1,436.18,0,-0.426418062547351,-0.1718125397067809
1,466.33000000000004,0,-0.42402552150120004,-0.17420508075293184
3,1190.3700000000001,0,-0.19345571144477117,-0.05854707295555003
1,286.71,0,-0.4382791938962128,-0.1599514083579191
4,1467.48,0,-0.08490880509744153,0.0060199296240256925
3,1377.86,0,-0.17857751838530708,-0.07342526601501409
1,168.22,0,-0.4476819198848836,-0.15054868236924826
1,305.5,0,-0.436788121051862,-0.1614424812022699
15,11123.35,2,1.6334553494332942,0.19190877328924932
11,4953.61,0,0.797630311212008,0.3352781758029137
5,1570.81,0,0.009847859691012055,0.08437717376247747
1,332.7,0,-0.43462967606163627,-0.16360092619249564
3,670.98,0,-0.23467169466070295,-0.017331089739618243
2,671.34,0,-0.32120008146987317,-0.10391661185735336
1,30.599999999999998,0,-0.4586026992802831,-0.13962790297384878
3,3857.85,0,0.018221084236381108,-0.2702238686367022
7,5259.3,0,0.4756603995737159,-0.03520754826641565
7,2106.8,0,0.22549503811464872,0.2149578131926515
1,309.09000000000003,0,-0.43650323805499025,-0.1617273641991416
2,679.45,0,-0.32055651570256694,-0.1045601776246596
5,1376.05,0,-0.005607241275766026,0.09983227472925554
1,233.4,0,-0.4425095873678647,-0.15572101488626713
6,5115.08,0,0.3776589253863531,-0.11031998300595815
102,196549.74,3,23.87834651095747,-6.992072311594159
3,553.8000000000001,0,-0.24397046612962392,-0.00803231827069726
9,3230.45,0,0.48777573797049323,0.29890493119061773
7,8421.47,0,0.7265931199686463,-0.28614026866134606
5,2182.46,0,0.05838509786276098,0.03583993559072855
1,148.71,0,-0.4492301280377992,-0.14900047421633267
2,251.15,0,-0.3545440888390993,-0.07057260448812719
4,711.7,0,-0.14488342107952998,0.06599454560611412
2,370.45,0,-0.3450770856282931,-0.08003960769893345
2,621.51,0,-0.32515432095012864,-0.09996237237709789
3,570.18,0,-0.24267063785977477,-0.00933214654054641
1,135.0,0,-0.45031807953838726,-0.14791252271574462
3,369.02,0,-0.2586336082360177,0.006630823835696556
2,135.16,0,-0.363748428339698,-0.06136826498752856
5,4456.58,0,0.23884696996467816,-0.1446219365111886
2,339.11,0,-0.3475640586427664,-0.07755263468446014
9,1660.23,0,0.3631715654501898,0.4235091037109211
9,1570.73,0,0.3560693291772044,0.4306113399839065
2,308.35,0,-0.350005005992007,-0.07511168733521953
4,678.77,0,-0.14749656790041724,0.06860769242700138
2,278.34000000000003,0,-0.3523864373948259,-0.07273025593240065
5,1550.63,0,0.008246483959293121,0.0859785494941964
1,123.5,0,-0.4512306573835195,-0.1469999448706124
2,1160.31,0,-0.28239806504080417,-0.14271862828642234
1,79.9,0,-0.45469051773549896,-0.14354008451863295
2,132.9,0,-0.36392776972491525,-0.06118892360231127
1,293.74,0,-0.4377213310917537,-0.16050927116237818
1,356.8,0,-0.43271723031662007,-0.1655133719375118
15,7321.07,2,1.3317269590864005,0.493637163636143
4,1603.6,0,-0.07410705759488541,-0.004781817878530439
1,390.05,0,-0.43007869002525956,-0.16815191222887232
5,868.33,0,-0.045897156365376696,0.1401221898188662
3,906.3,0,-0.21599797131144116,-0.03600481308888001
1,379.2,0,-0.430939687383493,-0.16729091487063888
3,446.1,0,-0.2525169560357751,0.00051417163545393
3,847.76,0,-0.22064338931614022,-0.03135939508418096
1,339.34,0,-0.43410276154931643,-0.16412784070481545
3,874.22,0,-0.21854366672638387,-0.03345911767393731
7,1947.5,0,0.21285385109468696,0.22759900021261326
2,856.85,0,-0.3064790105089623,-0.11863768281826421
1,157.8,0,-0.44850879476716865,-0.14972180748696326
1,415.31,0,-0.4280741929497779,-0.170156409304354
9,2919.84,0,0.46312740714644857,0.32355326201466234
11,3955.6800000000003,0,0.7184399799952446,0.41446850701967713
9,2161.19,0,0.4029250434760532,0.3837556256850577
1,1119.6599999999999,0,-0.3721807838003111,-0.22604981845382077
1,1192.2,0,-0.3664244014624076,-0.23180620079172426
4,1626.61,0,-0.0722811083586687,-0.006607767114747133
1,310.74,0,-0.4363723029728626,-0.16185829928126927
7,1411.91,0,0.17035232343604723,0.27010052787125305
2,543.89,0,-0.3313138246317949,-0.09380286869543164
2,882.5999999999999,0,-0.3044356296818185,-0.12068106364540807
8,3084.69,0,0.389652057706478,0.22391470252772766
5,831.98,0,-0.04878169590194673,0.14300672935543626
4,2031.07,0,-0.04018534877239295,-0.03870352670102289
1,770.34,0,-0.399900931005666,-0.19832967124846587
5,3017.75,0,0.12466919771149824,-0.030444164258008697
3,745.5,0,-0.22875819022424626,-0.023244594176074922
4,1046.84,0,-0.1182885220345207,0.03939964656110485
3,979.8000000000001,0,-0.21016540856211793,-0.04183737583820324
1,309.91,0,-0.4364381672869026,-0.16179243496722928
3,1441.55,0,-0.17352342421517924,-0.07847936018514193
4,1573.1299999999999,0,-0.07652499211150961,-0.0023638833619062387
4,1253.78,0,-0.10186688209785476,0.02297800662443891
2,471.14,0,-0.33708687143469646,-0.0880298218925301
2,287.38,0,-0.35166907185395674,-0.07344762147326979
10,1882.3200000000002,0,0.4673523819680261,0.49244219611999024
1,357.15,0,-0.4326894562082899,-0.16554114604584194
1,120.0,0,-0.45150839846682056,-0.1467222037873113
8,4842.28,0,0.5291249007348179,0.08444185949938768
1,366.41999999999996,0,-0.43195383911051816,-0.1662767631436137
4,616.79,0,-0.1524149657127037,0.07352609023928783
2,730.37,0,-0.31651577971351197,-0.10860091361371454
12,5400.461,0,0.9196469459080843,0.3863754500337429
1,350.99,0,-0.43317828051489987,-0.16505232173923198
2,363.40000000000003,0,-0.34563653552465673,-0.07948015780256978
1,601.03,0,-0.41333645752386894,-0.18489414473026294
1,1000.63,0,-0.38162636127040556,-0.21660424098372633
3,1491.73,0,-0.1695414106265937,-0.08246137377372749
4,2854.73,0,0.025175857133832365,-0.10406473260724819
16,19381.36,2,2.37532334484285,-0.3768453131934014
3,824.28,0,-0.2225066352121145,-0.029496149188206675
1,322.93,0,-0.4354049704570225,-0.1628256317971094
4,1183.39,0,-0.10745265205601612,0.028563776582600276
2,843.17,0,-0.30756458137169346,-0.11755211195553306
1,40.56,0,-0.4578123275118034,-0.14041827474232849
1,354.85,0,-0.4328719717773164,-0.16535863047681548
1,295.73,0,-0.4375634154472482,-0.16066718680688366
1,101.86,0,-0.4529478908242726,-0.14528271142985927
2,482.85,0,-0.33615762912456615,-0.08895906420266037
1,256.6,0,-0.4406685607585546,-0.1575620414955773
6,1189.3799999999999,0,0.06613659089631024,0.20120235148408463
4,982.94,0,-0.12335928066964658,0.04447040519623073
6,13009.61,0,1.0041261580586607,-0.7367872156782656
1,205.83,0,-0.44469739355832516,-0.1535332086958067
2,191.86,0,-0.35924902279022003,-0.06586767053700648
1,245.15,0,-0.44157717087392534,-0.15665343138020654
11,4120.32,0,0.7315049205537285,0.4014035664611932
4,628.4399999999999,0,-0.15149048467828713,0.07260160920487127
1,704.4,0,-0.4051335730150588,-0.19309702923907304
4,1374.41,0,-0.09229433727539407,0.013405461801978226
4,3851.0099999999998,0,0.10423525326846818,-0.183124128741884
3,2201.91,0,-0.11318536418694253,-0.13881742021337865
12,4020.85,0,0.8101684734297638,0.49585392251206334
7,4354.32,0,0.40384607798347744,0.036606773323822804
6,2221.37,0,0.14802973962656965,0.11930920275382526
1,375.34,0,-0.4312459961210765,-0.16698460613305538
4,2196.71,0,-0.027041053618680057,-0.051847821854735784
2,456.40000000000003,0,-0.33825655816837025,-0.08686013515885631
38,39667.19,2,5.889350171570827,-0.08236614352946077
19,10533.87,2,1.9329052204915802,0.5849145379385845
3,1352.04,0,-0.18062645403411695,-0.07137633036620422
3,742.9000000000001,0,-0.22896451217184136,-0.023038272228479838
2,277.94,0,-0.35241817923291746,-0.07269851409430908
2,1341.56,0,-0.26801504465556836,-0.15710164867165816
4,1058.0800000000002,0,-0.11739657638414798,0.03850770091073213
5,2075.31,0,0.0498822529839857,0.04434278046950383
2,1147.02,0,-0.2834526876113961,-0.14166400571583043
2,1428.28,0,-0.2611334141573193,-0.16398327916990726
1,492.1,0,-0.42198055358215164,-0.17625004867198024
1,206.19,0,-0.4446688259040428,-0.1535617763500891
5,1478.7,0,0.0025385079244792563,0.09168652552901027
1,109.80000000000001,0,-0.45231781533815524,-0.14591278691597664
2,716.69,0,-0.31760135057624317,-0.10751534275098339
5,1370.34,0,-0.006060356014522981,0.1002853894680125
1,158.02,0,-0.4484913367562183,-0.14973926549791358
1,494.85,0,-0.42176232844527217,-0.1764682738088597
3,868.96,0,-0.21896107189728783,-0.03304171250303336
2,687.3100000000001,0,-0.3199327885840679,-0.10518390474315865
4,474.1,0,-0.1637380729059136,0.08484919743249775
2,701.61,0,-0.3187980178722948,-0.10631867545493176
1,245.48000000000002,0,-0.4415509838574998,-0.15667961839663208
2,757.13,0,-0.31439225074518695,-0.11072444258203958
5,1583.28,0,0.010837411493516282,0.08338762195997323
1,445.05,0,-0.42571418728767074,-0.1725164149664611
8,4912.38,0,0.534687657860363,0.07887910237384264
1,200.63,0,-0.4451100374535154,-0.15312056480061648
2,1077.2,0,-0.288993225450277,-0.13612346787694954
4,1766.27,0,-0.0611984455890023,-0.017690429884413536
1,339.88,0,-0.4340599100678928,-0.16417069218623906
1,310.75,0,-0.43637150942691033,-0.16185909282722155
10,2285.04,0,0.49931006455860355,0.4604845135294128
2,249.88,0,-0.35464486917504,-0.07047182415218652
4,1079.66,0,-0.1156841042191086,0.03679522874569275
14,2443.77,0,0.8581338373130954,0.7941163764825422
3,1294.17,0,-0.18521870446001265,-0.06678407994030852
1,82.6,0,-0.45447626032838095,-0.14375434192575093
2,689.1,0,-0.3197907438586082,-0.10532594946861837
2,285.9,0,-0.3517865166548955,-0.07333017667233102
3,840.0500000000001,0,-0.22125521324535494,-0.03074757115496624
2,400.06,0,-0.3427273960635657,-0.08238929726366079
1,214.70999999999998,0,-0.44399272475269264,-0.15423787750143922
2,227.47000000000003,0,-0.3564232056541194,-0.06869348767310714
2,634.68,0,-0.3241092209309642,-0.10100747239626232
1,136.0,0,-0.45023872494315836,-0.14799187731097352
2,469.13,0,-0.3372463741711065,-0.08787031915612005
6,1175.78,0,0.06505736840119739,0.2022815739791975
2,860.08,0,-0.306222695166373,-0.11889399816085351
1,108.0,0,-0.4524606536095672,-0.14576994864456466
2,871.26,0,-0.30533551079171406,-0.11978118253551248
1,215.46,0,-0.44393320880627096,-0.1542973934478609
1,131.25,0,-0.45061565927049557,-0.14761494298363628
2,917.06,0,-0.301701070330231,-0.12341562299699552
1,48.96,0,-0.45714574891188076,-0.14108485334225115
1,423.26,0,-0.42744332391770823,-0.17078727833642365
1,578.14,0,-0.41515288420865815,-0.1830777180454737
1,58.5,0,-0.45638870607339715,-0.14184189618073473
9,3488.16,0,0.5082262107069297,0.27845445845418115
3,854.55,0,-0.22010457161453612,-0.03189821278578508
5,1731.16,0,0.022572369035964147,0.07165266441752538
1,135.6,0,-0.45027046678124993,-0.14796013547288195
1,266.4,0,-0.4398908857253115,-0.15833971652882042
1,93.8,0,-0.45358748886181743,-0.14464311339231445
12,4630.7,0,0.8585628733301007,0.44745952261172645
6,1591.74,0,0.09806570583260535,0.16927323654778956
2,707.79,0,-0.31830760647378026,-0.10680908685344628
8,2108.21,0,0.3121638825573741,0.30140287767683155
2,1157.77,0,-0.28259962571268554,-0.14251706761454097
9,2744.42,0,0.4492070240513971,0.3374736451097138
1,285.6,0,-0.43836727749691684,-0.15986332475721504
2,404.7,0,-0.3423591907417037,-0.08275750258552284
8,1404.04,0,0.25628475723504857,0.3572820029991571
1,195.0,0,-0.445556803824654,-0.15267379842947787
4,1503.2400000000002,0,-0.0820710847720565,0.0031822092986406674
5,1696.64,0,0.019833048408662957,0.07439198504482657
2,1531.63,0,-0.2529321167404137,-0.17218457658681277
1,656.16,0,-0.40896163868890034,-0.1892689635652315
3,643.47,0,-0.23685473957544964,-0.01514804482487156
1,902.35,0,-0.3894253308895006,-0.20880527136463128
10,6124.52,0,0.8039904458480117,0.15580413224000456
1,524.65,0,-0.41939756150745133,-0.17883304074668055
1,202.85,0,-0.44493387025210723,-0.15329673200202462
3,1251.65,0,-0.18859286184914495,-0.06340992255117624
4,1656.26,0,-0.0699282446101322,-0.008960630863283648
13,6007.88,2,1.0544053892508725,0.42473091561786014
2,651.41,0,-0.3227816185527849,-0.1023350747744416
3,661.39,0,-0.23543270522894796,-0.01657007917137322
7,7246.27,0,0.6333355996556581,-0.19288274834835784
2,900.1800000000001,0,-0.3030405758976946,-0.12207611742953191
1,516.28,0,-0.4200617594695171,-0.17816884278461476
3,1220.9,0,-0.19103301565243322,-0.06096976874788796
3,2143.84,0,-0.11779348553188398,-0.1342092988684372
1,280.7,0,-0.4387561150135384,-0.1594744872405935
1,90.42,0,-0.453855707393691,-0.14437489486044083
1,182.64000000000001,0,-0.44653762662168306,-0.15169297563244882
5,873.34,0,-0.04549958984327995,0.13972462329676946
4,6781.8,0,0.3368069074193388,-0.41569578289275455
9,4281.05,0,0.5711456757179622,0.21553499344314866
7,2898.8,0,0.28834387753592744,0.15210897377137278
5,3777.2,0,0.18493504505807667,-0.09071001160458712
2,966.27,0,-0.29779603069901744,-0.12732066262820907
1,120.44,0,-0.45147348244491986,-0.14675711980921202
1,221.65,0,-0.44344200386180416,-0.1547885983923277
1,189.93,0,-0.4459591316224645,-0.1522714706316674
1,548.5,0,-0.41750495441124236,-0.18072564784288953
5,1555.4,0,0.008625005378534917,0.0856000280749546
4,645.19,0,-0.15016129520820326,0.0712724197347874
10,2614.78,0,0.5254764487893768,0.43431812929863944
2,399.9,0,-0.34274009279880235,-0.08237660052842417
5,977.3,0,-0.03724988612328484,0.13147491957677435
4,617.72,0,-0.1523411659391408,0.07345229046572495
1,228.07,0,-0.44293254736043475,-0.15529805489369714
1,3537.821,0,-0.18028859644702977,-0.417942005807102
6,659.16,0,0.02406119741404962,0.24327774496634527
10,4573.85,0,0.6809376556644331,0.27885692242358323
1,262.24,0,-0.44022100084146365,-0.15800960141266823
1,256.95,0,-0.44064078665022444,-0.15758981560390742
2,111.0,0,-0.3656656353604279,-0.05945105796679864
8,2887.4100000000003,0,0.37399698315972313,0.23956977707448252
7,2374.5,0,0.24673826325742182,0.1937145880498784
8,1606.98,0,0.27238897879079893,0.3411777814434067
1,204.24,0,-0.4448235673647391,-0.15340703488939278
4,2093.46,0,-0.03523441557606267,-0.04365445989735317
1,250.85,0,-0.4411248496811207,-0.15710575257301118
2,400.95,0,-0.34265677047381204,-0.0824599228534145
1,266.05,0,-0.4399186598336416,-0.1583119424204903
1,711.23,0,-0.40459158112964555,-0.19363902112448633
1,225.3,0,-0.4431523595892187,-0.15507824266491313
3,660.0,0,-0.23554300811631612,-0.016459776284005075
4,1276.66,0,-0.1000512489590178,0.02116237348560196
3,982.86,0,-0.20992258350071755,-0.042080200899603626
3,1020.47,0,-0.2069380571741591,-0.045064727226162074
3,1648.18,0,-0.15712638420303426,-0.09487640019728691
6,2283.91,0,0.15299257601218427,0.11434636636821065
1,120.0,0,-0.45150839846682056,-0.1467222037873113
3,749.0600000000001,0,-0.22847568786523142,-0.023527096535089772
2,175.5,0,-0.36054726396816467,-0.06456942935906186
2,225.89000000000001,0,-0.35654858591458105,-0.0685681074126455
3,1111.55,0,-0.19971044064071206,-0.052292343759609124
2,1273.47,0,-0.2734182990447033,-0.15169839428252324
1,127.2,0,-0.4509370453811726,-0.1472935568729593
7,1921.91,0,0.21082316700277973,0.2296296843045205
5,2704.62,0,0.09982089330747676,-0.005595859853987216
2,261.9,0,-0.3536910269403888,-0.07142566638683773
1,51.0,0,-0.4569838655376138,-0.14124673671651808
6,2129.42,0,0.14073308459527348,0.12660585778512143
1,221.69,0,-0.44343882967799503,-0.15479177257613685
5,1943.51,0,0.039423317332818356,0.05480171612067117
4,1293.3500000000001,0,-0.09872682076464767,0.019837945291231826
11,6019.65,0,0.882225483909811,0.25068300310511066
3,1256.6000000000001,0,-0.18820005660276196,-0.06380272779755923
5,1848.8600000000001,0,0.03191240489440419,0.06231262855908534
3,554.87,0,-0.24388555671272905,-0.008117227687592137
1,110.95,0,-0.452226557553642,-0.1460040447004899
3,979.85,0,-0.21016144083235652,-0.041841343567964664
5,940.69,0,-0.040155057854614394,0.1343800913081039
3,332.42,0,-0.26153798642139503,0.00953520202107383
6,3389.84,0,0.2407532035136676,0.026585738866727316
6,1647.17,0,0.10246433104614258,0.16487461133425232
1,151.17,0,-0.44903491573353616,-0.14919568652059573
2,203.14,0,-0.35835390295603825,-0.0667627903711883
1,199.45000000000002,0,-0.4452036758758855,-0.15302692637824641
4,773.8800000000001,0,-0.13994915234819774,0.06106027687478189
4,1066.03,0,-0.11676570735207835,0.0378768318786625
8,3810.64,0,0.4472595261128887,0.16630723412131693
1,258.65,0,-0.44050588383833533,-0.15772471841579652
69,19257.08,2,6.952979742310795,4.220535462464636
10,3226.76,0,0.5740398739775513,0.38575470411046503
1,376.34,0,-0.4311666415258476,-0.16706396072828428
7,2912.93,0,0.2894651579665116,0.15098769334078863
4,1516.65,0,-0.08100693965003715,0.0021180641766213003
8,1790.36,0,0.28694102446387226,0.3266257357703334
6,3118.39,0,0.21921239863878614,0.04812654374160879
1,285.84000000000003,0,-0.4383482323940619,-0.15988236986006998
3,982.59,0,-0.20994400924142936,-0.04205877515889184
8,2756.98,0,0.36364676330401935,0.2499199969301863
6,1038.03,0,0.05412627290841816,0.21321266947197673
23,10988.14,2,2.315181450320017,0.8950939438177689
1,934.23,0,-0.38689550639360365,-0.2113350958605282
1,349.25,0,-0.43331635751059816,-0.16491424474353372
6,2610.91,0,0.1789415286520304,0.08839741372836452
7,1888.49,0,0.2081711364302303,0.2322817148770699
3,624.36,0,-0.23837120589027366,-0.013631578510047527
2,587.69,0,-0.32783809336076963,-0.09727859996645692
5,691.86,0,-0.059900861785418404,0.1541258952389079
2,343.71,0,-0.34719902750471354,-0.077917665822513
4,959.33,0,-0.1252328426630006,0.046343967189584764
4,1991.49,0,-0.043326203651552306,-0.03556267182186353
3,815.69,0,-0.22318829118513064,-0.028814493215190536
3,655.5,0,-0.2359001037948461,-0.01610268060547507
1,75.6,0,-0.4550317424949832,-0.1431988597591487
22,3876.2599999999998,2,1.6642641371401459,1.372897348070735
8,1631.38,0,0.2743252309143838,0.3392415293198218
2,640.54,0,-0.3236442030029229,-0.10147249032430361
2,2605.62,0,-0.16770607501054108,-0.2574106183166854
1,760.1,0,-0.4007135220608098,-0.19751708019332206
3,2660.0,0,-0.07683381765854153,-0.17516896674177962
1,919.7,0,-0.3880485286622794,-0.21018207359185248
3,369.94,0,-0.25856060200840714,0.00655781760808597
1,395.69,0,-0.4296311301081686,-0.16859947214596324
1,160.0,0,-0.44833421465766504,-0.1498963875964668
4,2722.34,0,0.014670102271479983,-0.09355897774489581
5,925.3,0,-0.04137632507518698,0.1356013585286765
1,143.70000000000002,0,-0.44962769455989593,-0.14860290769423593
1,420.22,0,-0.427684561887204,-0.17054604036692786
1,35.400000000000006,0,-0.45822179722318446,-0.14000880503094745
3,504.44,0,-0.24788740895012182,-0.004115375450199375
1,105.56,0,-0.4526542788219257,-0.14557632343220617
1,14.850000000000001,0,-0.45985253415513805,-0.1383780680989938
1,271.05,0,-0.43952188685749716,-0.15870871539663473
